id,key,value,type 
2938605884,amenity,Cafe,regular
2964388849,name,Çınaraltı Cafe Çengelköy,regular
2964388849,amenity,Restaurant,regular
2964388849,cuisine,"Regional,_Local,_Turkish",regular
2964388849,smoking,Outside,regular
2964388849,city,Istanbul,addr
2964388849,street,Üsküdar,addr
2964388849,postcode,34684,addr
2964388849,housenumber,Çengelköy Mh.,addr
2965712801,name,İTÜ Yemekhane,regular
2965712801,amenity,Food_Court,regular
3012487503,name,BAU Library,regular
3012487503,amenity,Library,regular
3012487503,en,Library Of Bahcesehir University,name
3012487503,tr,Bahçeşehir Üniversitesi Kütüphanesi,name
3012487503,website,Http://Library.Bahcesehir.Edu.Tr/,regular
3012487503,operator,Bahcesehir University,regular
3012487503,wheelchair,Yes,regular
3012496423,name,BAU Port,regular
3012497765,name,BAU Student Center,regular
3105819575,name,Toilet,regular
3105819575,amenity,Toilets,regular
3127850463,name,İstanbul Tüpbebek,regular
3127850463,amenity,Hospital,regular
3127871256,name,SDD Bilgisayar,regular
3127871256,shop,Computer,regular
3127998164,name,Spot Eşyacı,regular
3127998164,shop,Yes,regular
3127998164,phone,+905331621525,regular
3127998164,website,Http://Www.Spotesyaci.Com,regular
3129493670,name,Kontra Özel Dedektif,regular
3129493670,note,BİZ ARAŞTIRIRZ. BİZ AYDINLATIRIZ!,regular
3129493670,phone,+90 212 347 77 88,regular
3129493670,source,Www.Kontra.Cc,regular
3129493670,website,Http://Kontra.Cc,regular
3129493670,wheelchair,No,regular
3138082829,name,MİGROS,regular
3138082829,shop,Supermarket,regular
3138082829,opening_hours,"Mo-Su,Ph 09:00-22:00",regular
3145086754,name,Dia,regular
3145086754,shop,Supermarket,regular
3163584618,name,Food Store,regular
3163584618,shop,Convenience,regular
3165103661,amenity,Place_Of_Worship,regular
3165103661,religion,Muslim,regular
3170740367,name,Arkabahçe,regular
3170740367,shop,Books,regular
3181116592,name,Gratis,regular
3181116592,shop,Supermarket,regular
3181116592,wheelchair,No,regular
3181116593,name,Fanfan,regular
3181116593,amenity,Restaurant,regular
3181116593,wheelchair,No,regular
3188739864,amenity,Drinking_Water,regular
3190076068,amenity,Doctors,regular
3190092361,amenity,Taxi,regular
3190095862,name,Veterinerium,regular
3190095862,amenity,Veterinary,regular
3190096461,name,Köşebaşı,regular
3190096461,amenity,Restaurant,regular
3190096461,cuisine,Kebab,regular
3190121361,name,Suudi Arabistan Başkonsolosluğu,regular
3190121361,amenity,Embassy,regular
3190121361,country,SA,regular
3190121361,diplomatic,Consulate,regular
3190121961,office,Architect,regular
3190122161,amenity,Dentist,regular
3190122162,name,Saka,regular
3190122162,shop,Beauty,regular
3190127767,name,Türkiye Futbol Federasyonu,regular
3190127767,office,Government,regular
3190156961,name,Büfe,regular
3190156961,shop,Beverages,regular
3194787808,name,Ismet Baba,regular
3194787808,note,Simple And Traditional Restaurant With Excellent Seafood,regular
3194787808,phone,+90 216 553 12 32,regular
3194787808,amenity,Restaurant,regular
3194787808,cuisine,Seafood,regular
3194787808,website,Http://Ismetbaba.Com.Tr/,regular
3194787808,city,Kuzguncuk - İstanbul,addr
3194787808,street,Çarşı Avenue,addr
3194787808,postcode,34674,addr
3194787808,housenumber,1A,addr
3201096937,name,AC Hotel Istanbul Macka,regular
3201096937,brand,Marriot,regular
3201096937,phone,+902123272828,regular
3201096937,website,Http://Www.Marriott.Com/Hotels/Travel/Istac-Ac-Hotel-Istanbul-Macka/,regular
3201096937,building,Hotel,regular
3201096937,street,Süleyman Seba Avenue,addr
3217042756,amenity,Toilets,regular
3254396169,name,Yıldız Seramik Fabrikası,regular
3254396169,tr,Yıldız Seramik Fabrikası,name
3254396169,tourism,Museum,regular
3260790922,name,Bosphorus Brewing Company,regular
3260790922,amenity,Bar,regular
3260790922,website,Http://Bosphorus-Brewing.Com,regular
3260790922,city,İstanbul,addr
3260790922,street,Yıldız Posta Avenue,addr
3260790922,housenumber,1/1A,addr
3261394250,name,Taproom,regular
3261394250,amenity,Bar,regular
3261394250,city,Istanbul,addr
3261394250,street,"Maçka Caddesi, Reasürans Çarşısı",addr
3261394250,postcode,34400,addr
3266709048,name,Alaca Cafe,regular
3266709048,amenity,Cafe,regular
3266709048,wheelchair,Limited,regular
3266709049,name,Beltaş Restoran Cafe,regular
3266709049,note,The People Who Are With Wheelchair Need Help For Toilet. / Tekerlekli Sandalye Kullanan Kişiler Için Tuvalet Kullanımı Yardım Gerektirir.,regular
3266709049,amenity,Restaurant,regular
3266709049,wheelchair,Yes,regular
3266709682,name,Sema Eczanesi,regular
3266709682,phone,+90 212 347 2556,regular
3266709682,amenity,Pharmacy,regular
3266709682,city,Beşiktaş/İstanbul,addr
3266709682,postcode,34349,addr
3266709683,name,Kerem Eczanesi,regular
3266709683,phone,+90 212 275 6695,regular
3266709683,amenity,Pharmacy,regular
3266709683,city,Beşiktaş/İstanbul,addr
3266709683,postcode,34349,addr
3266709684,name,Aylin Eczanesi,regular
3266709684,phone,+90 212 272 0722,regular
3266709684,amenity,Pharmacy,regular
3266709684,city,Beşiktaş/İstanbul,addr
3266709684,postcode,34349,addr
3266709689,name,Akdeniz Eczanesi,regular
3266709689,amenity,Pharmacy,regular
3266709689,city,Beşiktaş/İstanbul,addr
3266709689,street,Başak Street,addr
3266709690,name,Güven Eczanesi,regular
3266709690,phone,+90 212 272 1706,regular
3266709690,amenity,Pharmacy,regular
3266709690,website,Http://Www.Guveneczanesi.8K.Com/,regular
3266709690,city,Beşiktaş/İstanbul,addr
3266709690,street,Başak Street,addr
3266709690,postcode,34349,addr
3266709690,housenumber,43,addr
3266716492,name,Oğuzhan Eczanesi,regular
3266716492,phone,+90 212 275 6325,regular
3266716492,amenity,Pharmacy,regular
3266716492,city,Şişli/İstanbul,addr
3266716493,name,Asuman Eczanesi,regular
3266716493,phone,+90 212 219 6445,regular
3266716493,amenity,Pharmacy,regular
3266716493,city,Şişli/İstanbul,addr
3266716494,name,Nispet Eczanesi,regular
3266716494,amenity,Pharmacy,regular
3266716494,city,Fulya / Şişli / İstanbul,addr
3266716495,name,Selen Eczanesi,regular
3266716495,phone,+90 212 215 5800,regular
3266716495,amenity,Pharmacy,regular
3266741386,name,Dorben Eczanesi,regular
3266741386,amenity,Pharmacy,regular
3266741386,street,Fahri Gizden Street,addr
3266741386,postcode,34349,addr
3282751927,name,Oktotech & Oktostore,regular
3282751927,phone,+90 850 333 6586,regular
3282751927,office,It,regular
3282751927,en,Oktotech,name
3282751927,tr,Oktotek,name
3282751927,website,Http://Www.Oktotech.Com,regular
3282751927,city,Istanbul,addr
3282751927,street,Inebolu Sokağı,addr
3282751927,postcode,34427,addr
3282751927,opening_hours,Mo-Fr 09:00-18:00,regular
3282751927,housenumber,71,addr
3282848666,name,Sima Cafe,regular
3282848666,amenity,Restaurant,regular
3282848666,cuisine,Turkish,regular
3282848666,smoking,Outside,regular
3282848666,capacity,20,regular
3289778528,name,Kabataş Tramvay,regular
3289778528,ar,ترامواي كاپاتاش,name
3289778528,ru,Кабаташ,name
3289778528,public_transport,Stop_Position,regular
3289778528,railway,Tram_Stop,regular
3289778528,tram,Yes,regular
3289778528,wheelchair,Yes,regular
3318832841,barrier,Lift_Gate,regular
3318832842,barrier,Lift_Gate,regular
3325114187,name,Kabatas Lisesi,regular
3325114187,amenity,Bus_Station,regular
3325389115,name,Yapıkredi Plaza D Blok,regular
3325389115,building,Commercial,regular
3325389116,name,Yapıkredi Plaza A Blok,regular
3325389116,building,Commercial,regular
3325389117,name,Yapıkredi Plaza B Blok,regular
3325389117,building,Commercial,regular
3325389118,name,IBM,regular
3325389118,phone,+90 212 317 10 00,regular
3325389118,office,It,regular
3325389118,website,Http://Www.Ibm.Com/Tr/Tr/,regular
3325389118,postcode,34330,addr
3325389119,name,Kale,regular
3325389119,office,Company,regular
3325389120,name,Yapıkredi Plaza C Blok,regular
3325389120,building,Commercial,regular
3325434364,name,Elvish Inn,regular
3325434364,amenity,Cafe,regular
3325434364,smoking,Outside,regular
3325434364,postcode,34330,addr
3325434370,name,İsrail Başkonsolosluğu,regular
3325434370,phone,+90 212 317 65 00,regular
3325434370,amenity,Embassy,regular
3325434370,country,IL,regular
3325434370,en,Consulate General Of Israel,name
3325434370,diplomatic,Consulate_General,regular
3325434370,postcode,34330,addr
3325450293,name,İŞ Kule 2,regular
3325450293,office,Insurance,regular
3325450293,postcode,34330,addr
3325450294,name,İŞ Kule 3,regular
3325450294,office,Company,regular
3325450294,postcode,34330,addr
3335807763,name,Migros,regular
3335807763,shop,Supermarket,regular
3335807763,operator,Migros,regular
3335807763,city,Istanbul,addr
3335807763,street,Elhan Street,addr
3335807763,opening_hours,09:00-21:00,regular
3335820566,name,The House Cafe,regular
3335820566,amenity,Cafe,regular
3335820566,cuisine,Regional,regular
3335820566,smoking,Outside,regular
3335820566,city,Istanbul,addr
3335820566,internet_access,Wlan,regular
3335822606,name,Macka Havuz,regular
3335822606,amenity,Fountain,regular
3341131499,name,Beşiktaş Evlendirme Dairesi,regular
3341131499,amenity,Townhall,regular
3373899425,barrier,Lift_Gate,regular
3374869261,name,Biz Cevahir Hotel,regular
3374869261,tourism,Hotel,regular
3374869261,website,Http://Bizcevahirhotelistanbul.Com,regular
3374869261,street,Buyukdere Avenue,addr
3374869261,housenumber,117,addr
3378163906,amenity,Place_Of_Worship,regular
3378163906,religion,Muslim,regular
3378163911,name,Süslü Karakol,regular
3378163912,name,İskender İskenderoğlu,regular
3378163912,amenity,Restaurant,regular
3378163912,cuisine,Kebab,regular
3378163912,delivery,No,regular
3385214814,name,Netbook Mobile,regular
3385214814,amenity,Advertising Agency,regular
3385214814,website,Http://Www.Netbookmobile.Com,regular
3385214814,city,İstanbul,addr
3385214814,street,Talatpaşa Avenue,addr
3385214814,housenumber,No:5/A,addr
3392176568,name,ALTIGEN MEDYA (TOGY),regular
3392176568,phone,+90 212 251 0640,regular
3392176568,city,ISTANBUL,addr
3392176568,street,Yeni Sülün Street,addr
3392176568,housenumber,2,addr
3406889110,name,İlbak Holding,regular
3406889110,amenity,Bank,regular
3406889110,city,İstanbul,addr
3406889110,street,Morbasan Sok,addr
3406889110,designation,Koza Plaza C Blok,regular
3406889110,housename,Koza Plaza C Blok,addr
3406990699,name,Milk Cafe,regular
3406990699,source,Survey,regular
3406990699,amenity,Restaurant,regular
3406990699,cuisine,Turkish,regular
3406990699,designation,Milk Cafe,regular
3418422338,name,Midpoint,regular
3418422338,amenity,Restaurant,regular
3425655801,street,Müvezzi Avenue,addr
3425655801,housenumber,1,addr
3425655802,street,Palanga Avenue,addr
3425655802,housenumber,1,addr
3425655804,name,Bank,regular
3425655804,amenity,Bank,regular
3425655804,wheelchair,Limited,regular
3425655804,street,Taşbasamak Sokağı,addr
3425655804,housenumber,2,addr
3425655807,street,Palanga Avenue,addr
3425655807,housenumber,61,addr
3425655808,street,Müvezzi Avenue,addr
3425655808,housenumber,71,addr
3473377790,name,Alperenler,regular
3473377790,amenity,Cafe,regular
3473377792,amenity,Parking,regular
3479751302,name,İspark Çengelköy Açık Otoparkı,regular
3479751302,amenity,Parking,regular
3479751303,building,Mosque,regular
3479751304,name,Çengelköy Yoğurtçusu,regular
3479751304,shop,Food,regular
3490322593,name,Oyak Sitesi 43. Blok,regular
3490322593,building,Apartments,regular
3494113476,name,Aslı Börek,regular
3494113476,amenity,Cafe,regular
3494113476,cuisine,Börek,regular
3494113476,city,Istanbul,addr
3494113476,street,Arı Yolu,addr
3494113476,postcode,34469,addr
3494113476,internet_access,Wlan,regular
3500963270,name,Çardak Cafe,regular
3500963270,amenity,Cafe,regular
3560449761,fax,+90 (212) 386 10 10,regular
3560449761,name,Wyndham Grand Istanbul Levent,regular
3560449761,email,Info@Wyndhamgrandlevent.Com,regular
3560449761,phone,+90 (212) 386 10 00,regular
3560449761,stars,5,regular
3560449761,tourism,Hotel,regular
3560449761,website,Www.Wyndhamgrandlevent.Com,regular
3560449761,city,Istanbul,addr
3560449761,street,Buyukdere Caddes,addr
3560449761,suburb,Levent,addr
3560449761,housenumber,177-183,addr
3566019206,name,Atölye Çora,regular
3566019206,amenity,Kindergarten,regular
3566019206,city,Sarıyer,addr
3566019206,street,Emirgan Mektebi Street,addr
3566019206,postcode,34467,addr
3566019206,internet_access,Yes,regular
3566019206,housenumber,62,addr
3581289193,amenity,Pharmacy,regular
3583384434,name,Migros Jet,regular
3583384434,shop,Supermarket,regular
3583384434,operator,Migros,regular
3583384434,city,Fulya / Şişli / İstanbul,addr
3583384434,street,Öğretmen Haşim Çeken Avenue,addr
3583384434,opening_hours,24/7,regular
3604642280,name,Teşvikiye Camii,regular
3604642280,amenity,Place_Of_Worship,regular
3604642280,religion,Muslim,regular
3642659470,name,Dialog Semiconductor AS,regular
3642659470,phone,+90 212 978 4334,regular
3661526128,name,MEF Üniversitesi,regular
3661526128,amenity,University,regular
3661526128,wheelchair,Yes,regular
3661581559,name,Cansel Kuaför Salonu,regular
3661581559,shop,Hairdresser,regular
3661581559,phone,0212 285 12 62,regular
3661581559,wheelchair,No,regular
3689917064,highway,Crossing,regular
3702768864,name,Garanti,regular
3702768864,amenity,Bank,regular
3704226281,natural,Tree,regular
3755456221,name,Levent,regular
3755456221,network,İstanbul Metrosu,regular
3755456221,railway,Station,regular
3755456221,station,Subway,regular
3755456221,wheelchair,Limited,regular
3755460331,name,Boğaziçi Üniversitesi,regular
3755460331,network,İstanbul Metrosu,regular
3755460331,railway,Station,regular
3755460331,station,Subway,regular
3769765069,name,Teckpoint,regular
3769765069,building,Apartments,regular
3772791276,name,Kaset,regular
3772791276,phone,+90 212 227 33 69,regular
3772791276,amenity,Bar,regular
3772791276,cuisine,International,regular
3772791276,city,İstanbul,addr
3772791276,street,Selamlık Avenue,addr
3772791276,housenumber,5,addr
3774694332,name,Yuka Studio,regular
3774694332,city,Istanbul,addr
3774694332,street,Maçka Meydanı Street,addr
3774694332,housenumber,18/A,addr
3785300112,name,Migros,regular
3785300112,shop,Supermarket,regular
3785311218,name,Black Shot,regular
3785311218,amenity,Cafe,regular
3785311218,website,Http://Www.Blackshotcafe.Com/,regular
3785311218,city,Istanbul,addr
3785311218,street,Nişantaşı Ihlamur Yolu Street,addr
3785311218,internet_access,Wlan,regular
3785311218,bitcoin,Yes,payment
3785311218,housenumber,21B,addr
3797883568,city,İstanbul,addr
3797883568,housenumber,128,addr
3797883568,postcode,34394,addr
3797883568,street,Büyükdere Avenue,addr
